	genre
1274	rap
1275	pop
1276	pop
1277	rock
1278	pop
1279	rock
1280	rock
1281	pop
1282	pop
1283	hip hop
1284	pop
1285	rock
1286	rock
1287	pop
1288	pop
1289	pop
1290	rock
1291	pop
1292	pop
1293	pop
1294	punk
1295	rock
1296	rap
1297	rock
1298	rock
1299	pop
1300	pop
1301	rock
1302	pop
1303	pop
1304	dance
1305	pop
1306	hip hop
1307	rock
1308	rock
1309	pop
1310	rock
1311	pop
1312	rock
1313	hip hop
1314	dance
1315	pop
1316	rock
1317	pop
1318	hip hop
1319	pop
1320	rock
1321	pop
1322	hip hop
1323	rock
1324	rap
1325	rock
1326	hip hop
1327	pop
1328	rock
1329	rock
1330	rock
1331	hip hop
1332	pop
1333	rock
1334	dance
1335	rock
1336	rock
1337	rock
1338	pop
1339	rock
1340	pop
1341	hip hop
1342	hip hop
1343	rock
1344	rap
1345	pop
1346	rock
1347	rock
1348	blues
1349	pop
1350	rock
1351	pop
1352	punk
1353	rock
1354	pop
1355	rock
1356	hip hop
1357	rock
1358	rock
1359	rock
1360	pop
1361	rock
1362	pop
1363	dance
1364	pop
1365	hip hop
1366	rock
1367	hip hop
1368	pop
1369	rock
1370	pop
1371	rock
1372	pop
1373	hip hop
1374	rock
1375	pop
1376	punk
1377	pop
1378	dance
1379	pop
1380	rock
1381	rock
1382	pop
1383	rock
1384	pop
1385	pop
1386	pop
1387	pop
1388	pop
1389	rock
1390	rap
1391	rock
1392	pop
1393	rock
1394	pop
1395	pop
1396	rock
1397	dance
1398	rap
1399	hip hop
1400	hip hop
1401	rap
1402	dance
1403	rock
1404	dance
1405	pop
1406	pop
1407	rock
1408	rock
1409	pop
1410	pop
1411	pop
1412	rock
1413	dance
1414	pop
1415	pop
1416	pop
1417	rock
1418	pop
1419	rock
1420	pop
1421	pop
1422	rock
1423	rock
1424	pop
1425	pop
1426	rock
1427	pop
1428	pop
1429	rock
1430	rock
1431	rock
1432	rock
1433	pop
1434	pop
1435	edm
1436	rock
1437	rock
1438	rock
1439	hip hop
1440	rock
1441	rock
1442	rock
1443	rock
1444	rock
1445	pop
1446	pop
1447	hip hop
1448	pop
1449	rock
1450	pop
1451	pop
1452	rock
1453	hip hop
1454	classical
1455	pop
1456	rock
1457	pop
1458	hip hop
1459	hip hop
1460	pop
1461	pop
1462	rock
1463	hip hop
1464	pop
1465	pop
1466	rock
1467	rock
1468	pop
1469	pop
1470	rock
1471	rock
1472	rock
1473	dance
1474	rock
1475	pop
1476	rock
1477	rock
1478	rock
1479	pop
1480	rock
1481	country
1482	classical
1483	rock
1484	hip hop
1485	rock
1486	pop
1487	rock
1488	hip hop
1489	pop
1490	pop
1491	pop
1492	pop
1493	pop
1494	rock
1495	hip hop
1496	rock
1497	pop
1498	pop
1499	rock
1500	rock
1501	rock
1502	pop
1503	rock
1504	rock
1505	pop
1506	rock
1507	pop
1508	rap
1509	pop
1510	rock
1511	rock
1512	rock
1513	rock
1514	rock
1515	pop
1516	pop
1517	rock
1518	hip hop
1519	rock
1520	rock
1521	pop
1522	rock
1523	rock
1524	rock
1525	punk
1526	hip hop
1527	dance
1528	dance
1529	hip hop
1530	rock
1531	dance
1532	pop
1533	rock
1534	pop
1535	rock
1536	dance
1537	pop
1538	pop
1539	pop
1540	rock
1541	rock
1542	rock
1543	rock
1544	rock
1545	pop
1546	hip hop
1547	dance
1548	dance
1549	pop
1550	pop
1551	pop
1552	rock
1553	rock
1554	dance
1555	pop
1556	pop
1557	rock
1558	pop
1559	pop
1560	pop
1561	dance
1562	pop
1563	rock
1564	pop
1565	pop
1566	pop
1567	dance
1568	rock
1569	rock
1570	pop
1571	dance
1572	rock
1573	rock
1574	pop
1575	hip hop
1576	rock
1577	pop
1578	pop
1579	pop
1580	pop
1581	pop
1582	pop
1583	pop
1584	dance
1585	rock
1586	pop
1587	rock
1588	rock
1589	rock
1590	rock
1591	pop
1592	rock
1593	rock
1594	pop
1595	rock
1596	pop
1597	pop
1598	rock
1599	hip hop
1600	pop
1601	rock
1602	pop
1603	punk
1604	pop
1605	hip hop
1606	pop
1607	pop
1608	rock
1609	hip hop
1610	rock
1611	rock
1612	rock
1613	rock
1614	pop
1615	pop
1616	hip hop
1617	classical
1618	rock
1619	rock
1620	pop
1621	rock
1622	pop
1623	pop
1624	rock
1625	rock
1626	blues
1627	country
1628	pop
1629	hip hop
1630	pop
1631	pop
1632	rock
1633	rock
1634	rock
1635	pop
1636	pop
1637	pop
1638	hip hop
1639	rock
1640	hip hop
1641	rock
1642	dance
1643	rock
1644	pop
1645	pop
1646	rock
1647	pop
1648	pop
1649	rock
1650	rock
1651	pop
1652	punk
1653	rock
1654	dance
1655	rock
1656	rock
1657	classical
1658	pop
1659	pop
1660	pop
1661	pop
1662	pop
1663	pop
1664	hip hop
1665	rock
1666	rock
1667	hip hop
1668	pop
1669	rock
1670	pop
1671	rock
1672	pop
1673	pop
1674	pop
1675	pop
1676	rock
1677	pop
1678	pop
1679	pop
1680	rap
1681	pop
1682	pop
1683	pop
1684	hip hop
1685	hip hop
1686	pop
1687	rock
1688	rock
1689	rock
1690	rock
1691	rock
1692	rock
1693	rock
1694	rock
1695	pop
1696	pop
1697	pop
1698	hip hop
1699	rock
1700	hip hop
1701	rock
1702	rock
1703	pop
1704	rock
1705	r&b
1706	rock
1707	pop
1708	pop
1709	rock
1710	pop
1711	hip hop
1712	rock
1713	pop
1714	rock
1715	hip hop
1716	pop
1717	rock
1718	pop
1719	rock
1720	hip hop
1721	rock
1722	pop
1723	hip hop
1724	rock
1725	dance
1726	rock
1727	rap
1728	pop
1729	rock
1730	dance
1731	rock
1732	rock
1733	country
1734	dance
1735	dance
1736	classical
1737	pop
1738	pop
1739	rock
1740	pop
1741	rock
1742	pop
1743	pop
1744	pop
1745	dance
1746	pop
1747	pop
1748	pop
1749	pop
1750	pop
1751	pop
1752	pop
1753	rock
1754	pop
1755	pop
1756	rock
1757	rock
1758	pop
1759	pop
1760	rock
1761	pop
1762	rock
1763	rock
1764	rock
1765	rock
1766	rock
1767	rock
1768	rock
1769	rock
1770	hip hop
1771	rock
1772	pop
1773	rock
1774	pop
1775	pop
1776	pop
1777	hip hop
1778	rock
1779	rock
1780	pop
1781	pop
1782	pop
1783	pop
1784	hip hop
1785	hip hop
1786	pop
1787	rock
1788	rock
1789	rock
1790	pop
1791	pop
1792	rock
1793	pop
1794	hip hop
1795	rock
1796	pop
1797	pop
1798	rock
1799	rock
1800	hip hop
1801	pop
1802	r&b
1803	pop
1804	rock
1805	rock
1806	pop
1807	rock
1808	rock
1809	pop
1810	pop
1811	hip hop
1812	rock
1813	rock
1814	rock
1815	rock
1816	pop
1817	rock
1818	rock
1819	rock
1820	pop
1821	pop
1822	pop
1823	rock
1824	blues
1825	dance
1826	pop
1827	pop
1828	pop
1829	pop
1830	pop
1831	rock
1832	rock
1833	pop
1834	rock
1835	pop
1836	rock
1837	rock
1838	rock
1839	pop
1840	pop
1841	pop
1842	pop
1843	rock
1844	rock
1845	hip hop
1846	hip hop
1847	rock
1848	punk
1849	rock
1850	hip hop
1851	pop
1852	pop
1853	rock
1854	rock
1855	pop
1856	rock
1857	pop
1858	pop
1859	pop
1860	rock
1861	rock
1862	pop
1863	rock
1864	rock
1865	hip hop
1866	rock
1867	rock
1868	pop
1869	pop
1870	pop
1871	hip hop
1872	rock
1873	rock
1874	rock
1875	rock
1876	rock
1877	pop
1878	hip hop
1879	rock
1880	rock
1881	rock
1882	pop
1883	pop
1884	pop
1885	rock
1886	dance
1887	pop
1888	pop
1889	pop
1890	pop
1891	rock
1892	hip hop
1893	dance
1894	pop
1895	rock
1896	rock
1897	hip hop
1898	classical
1899	rock
1900	rock
1901	pop
1902	rock
1903	dance
1904	pop
1905	rap
1906	dance
1907	rock
1908	rock
1909	hip hop
1910	dance
1911	rock
1912	pop
1913	rock
1914	rock
1915	rock
1916	rock
1917	rock
1918	rock
1919	pop
1920	hip hop
1921	rock
1922	rock
1923	pop
1924	rock
1925	hip hop
1926	rock
1927	rock
1928	rock
1929	pop
1930	dance
1931	rock
1932	dance
1933	rock
1934	hip hop
1935	rock
1936	pop
1937	pop
1938	pop
1939	rock
1940	pop
1941	pop
1942	rock
1943	rock
1944	pop
1945	pop
1946	hip hop
1947	hip hop
1948	rock
1949	pop
1950	pop
1951	pop
1952	rock
1953	rock
1954	rock
1955	dance
1956	pop
1957	dance
1958	rock
1959	rock
1960	hip hop
1961	hip hop
1962	rock
1963	pop
1964	pop
1965	pop
1966	rock
1967	dance
1968	pop
1969	rock
1970	classical
1971	rock
1972	pop
1973	pop
1974	rap
1975	rock
1976	pop
1977	pop
1978	pop
1979	rock
1980	pop
1981	rock
1982	pop
1983	rap
1984	rock
1985	pop
1986	pop
1987	pop
1988	rock
1989	pop
1990	pop
1991	rock
1992	rock
1993	pop
1994	hip hop
1995	edm
1996	pop
1997	rock
1998	rock
1999	pop
2000	hip hop
2001	dance
2002	pop
2003	rock
2004	pop
2005	pop
2006	pop
2007	pop
2008	dance
2009	pop
2010	hip hop
2011	pop
2012	dance
2013	rock
2014	pop
2015	rock
2016	pop
2017	rock
2018	rock
2019	pop
2020	pop
2021	rock
2022	rock
2023	rock
2024	rock
2025	pop
2026	punk
2027	rock
2028	rock
2029	pop
2030	pop
2031	rock
2032	rock
2033	hip hop
2034	hip hop
2035	pop
2036	pop
2037	rock
2038	pop
2039	pop
2040	rock
2041	hip hop
2042	pop
2043	hip hop
2044	pop
2045	rock
2046	hip hop
2047	hip hop
2048	rock
2049	pop
2050	rock
2051	rock
2052	rock
2053	rock
2054	rock
2055	pop
2056	hip hop
2057	rock
2058	pop
2059	rock
2060	pop
2061	hip hop
2062	pop
2063	rock
2064	dance
2065	punk
2066	dance
2067	pop
2068	pop
2069	pop
2070	pop
2071	edm
2072	pop
2073	hip hop
2074	dance
2075	rock
2076	rock
2077	pop
2078	rock
2079	pop
2080	rock
2081	rock
2082	pop
2083	hip hop
2084	rock
2085	blues
2086	rock
2087	rock
2088	hip hop
2089	pop
2090	rock
2091	pop
2092	rock
2093	rock
2094	pop
2095	rock
2096	classical
2097	pop
2098	rap
2099	rock
2100	rock
2101	rock
2102	rock
2103	rock
2104	pop
2105	rock
2106	pop
2107	rock
2108	punk
2109	hip hop
2110	pop
2111	rock
2112	rock
2113	pop
2114	pop
2115	pop
2116	pop
2117	hip hop
2118	rock
2119	hip hop
2120	rock
2121	hip hop
2122	hip hop
2123	pop
2124	pop
2125	pop
2126	pop
2127	pop
2128	punk
2129	dance
2130	rock
2131	rock
2132	classical
2133	rock
2134	pop
2135	pop
2136	rock
2137	hip hop
2138	r&b
2139	rock
2140	pop
2141	rock
2142	pop
2143	pop
2144	rock
2145	rock
2146	rock
2147	rock
2148	country
2149	hip hop
2150	rock
2151	rock
2152	rock
2153	rock
2154	hip hop
2155	pop
2156	rock
2157	rock
2158	rock
2159	rock
2160	rock
2161	pop
2162	hip hop
2163	hip hop
2164	rock
2165	pop
2166	pop
2167	rock
2168	pop
2169	rock
2170	rock
2171	pop
2172	rock
2173	rock
2174	rock
2175	rock
2176	rock
2177	pop
2178	rock
2179	hip hop
2180	dance
2181	pop
2182	rock
2183	hip hop
2184	hip hop
2185	rock
2186	dance
2187	rock
2188	rock
2189	pop
2190	pop
2191	pop
2192	pop
2193	pop
2194	pop
2195	pop
2196	punk
2197	rock
2198	pop
2199	rock
2200	rock
2201	rock
2202	rock
2203	dance
2204	pop
2205	pop
2206	pop
2207	rock
2208	rock
2209	pop
2210	pop
2211	dance
2212	pop
2213	rock
2214	rock
2215	pop
2216	pop
2217	pop
2218	pop
2219	rock
2220	pop
2221	rock
2222	pop
2223	pop
2224	rock
2225	rock
2226	pop
2227	rock
2228	hip hop
2229	r&b
2230	pop
2231	pop
2232	rock
2233	pop
2234	pop
2235	rock
2236	pop
2237	pop
2238	pop
2239	dance
2240	pop
2241	rock
2242	pop
2243	hip hop
2244	pop
2245	hip hop
2246	pop
2247	rap
2248	rock
2249	pop
2250	pop
2251	pop
2252	rock
2253	rock
2254	rock
2255	pop
2256	pop
2257	hip hop
2258	pop
2259	pop
2260	rock
2261	rock
2262	rock
2263	pop
2264	dance
2265	pop
2266	hip hop
2267	hip hop
2268	blues
2269	r&b
2270	pop
2271	rock
2272	pop
2273	classical
2274	dance
2275	dance
2276	pop
2277	punk
2278	rock
2279	dance
2280	pop
2281	rock
2282	rock
2283	rock
2284	hip hop
2285	pop
2286	rock
2287	dance
2288	pop
2289	pop
2290	dance
2291	pop
2292	dance
2293	rock
2294	pop
2295	classical
2296	pop
2297	rock
2298	hip hop
2299	rock
2300	pop
2301	classical
2302	rock
2303	pop
2304	blues
2305	pop
2306	rock
2307	rock
2308	rock
2309	pop
2310	rock
2311	rap
2312	rock
2313	dance
2314	hip hop
2315	punk
2316	punk
2317	rap
2318	rock
2319	rock
2320	rock
2321	hip hop
2322	rock
2323	pop
2324	classical
2325	hip hop
2326	rock
2327	rock
2328	pop
2329	pop
2330	rock
2331	pop
2332	rock
2333	rock
2334	pop
2335	hip hop
2336	rock
2337	pop
2338	pop
2339	rock
2340	rock
2341	rock
2342	pop
2343	hip hop
2344	rock
2345	pop
2346	rock
2347	pop
2348	rock
2349	pop
2350	rock
2351	pop
2352	pop
2353	rock
2354	pop
2355	rock
2356	rock
2357	pop
2358	pop
2359	edm
2360	pop
2361	pop
2362	pop
2363	dance
2364	rock
2365	dance
2366	pop
2367	rock
2368	pop
2369	rock
2370	rock
2371	rock
2372	rock
2373	pop
2374	rock
2375	rock
2376	rock
2377	pop
2378	pop
2379	rock
2380	dance
2381	pop
2382	pop
2383	rock
2384	hip hop
2385	pop
2386	pop
2387	pop
2388	pop
2389	rock
2390	pop
2391	hip hop
2392	pop
2393	r&b
2394	rock
2395	pop
2396	rock
2397	rock
2398	rock
2399	pop
2400	pop
2401	pop
2402	pop
2403	pop
2404	classical
2405	rock
2406	pop
2407	rock
2408	punk
2409	rock
2410	rock
2411	classical
2412	pop
2413	pop
2414	rock
2415	pop
2416	dance
2417	dance
2418	pop
2419	dance
2420	pop
2421	rock
2422	dance
2423	pop
